,PC6,NWIRP
2856,1051MJ,60
2857,1051MK,40
2858,1051NA,60
2859,1051NB,30
2860,1051NC,10
2861,1051ND,20
2862,1051NE,20
2863,1051NH,40
2864,1051NJ,30
2865,1051NK,10
2866,1051NL,50
2867,1051NV,20
2868,1051NW,10
2869,1051NX,10
2870,1051NZ,20
2871,1051PD,50
2872,1051PG,40
2873,1051PK,60
2874,1051PL,20
2875,1051PN,20
2876,1051PP,40
2877,1051PR,50
2878,1051PT,50
2879,1051PV,40
2880,1051PW,60
2881,1051PX,20
2882,1051PZ,30
2883,1051RE,10
2884,1051RG,30
2885,1051RH,10
2886,1051RJ,30
2887,1051RL,10
2888,1051TH,40
2889,1051TK,30
2890,1051TL,20
2891,1051TN,10
2892,1051TP,30
2893,1051TT,20
2894,1051TV,20
2895,1051TW,20
2896,1051TZ,20
2897,1051VA,50
2898,1051VB,10
2899,1051VC,20
2900,1051VD,20
2901,1051VE,20
2902,1051VG,40
2903,1051VH,50
2904,1051VJ,40
2905,1051VK,30
2906,1051VL,10
2907,1051VM,20
2908,1051VN,30
2909,1051VP,60
2910,1051VS,30
2911,1051VT,30
2912,1051VV,50
2913,1051VW,60
2914,1051VX,70
2915,1051VZ,30
2916,1051XC,20
2917,1051XD,40
2918,1051XE,40
2919,1051XG,30
2920,1051XH,50
2921,1051XJ,40
2922,1051XK,40
2923,1051XL,20
2924,1051XM,50
2925,1051XN,80
2926,1051XP,20
2927,1051XR,20
2928,1051XS,50
2929,1051XT,70
2930,1051XV,30
2931,1051XW,30
2932,1051XZ,20
2933,1052AA,10
2934,1052AB,20
2935,1052AC,10
2936,1052AE,10
2937,1052AH,30
2938,1052AJ,50
2939,1052AL,30
2940,1052AM,30
2941,1052AP,60
2942,1052AR,30
2943,1052AS,30
2944,1052AT,30
2945,1052AV,40
2946,1052AW,60
2947,1052AX,70
2948,1052BB,50
2949,1052BC,30
2950,1052BD,70
2951,1052BE,20
2952,1052BG,20
2953,1052BH,20
2954,1052BJ,50
2955,1052BK,30
2956,1052BL,30
2957,1052BN,40
2958,1052BP,20
2959,1052BT,20
2960,1052BV,20
2961,1052BW,30
2962,1052BX,30
2963,1052BZ,20
2964,1052CG,10
2965,1052CL,10
2966,1052CM,60
2967,1052CN,20
2968,1052CP,10
2969,1052CW,20
2970,1052CX,10
2971,1052DA,60
2972,1052DC,20
2973,1052DD,10
2974,1052DE,20
2975,1052DG,10
2976,1052EG,20
2977,1052EN,20
2978,1052ER,10
2979,1052ES,40
2980,1052EW,50
2981,1052EX,50
2982,1052GA,20
2983,1052GB,20
2984,1052GC,30
2985,1052GG,20
2986,1052GJ,20
2987,1052GL,10
2988,1052GM,10
2989,1052GP,40
2990,1052GT,20
2991,1052GX,20
2992,1052HA,40
2993,1052HE,20
2994,1052HH,50
2995,1052HJ,20
2996,1052HK,50
2997,1052HL,10
2998,1052HM,20
2999,1052HN,10
3000,1052HP,30
3001,1052HR,40
3002,1052HS,50
3003,1052HT,10
3004,1052HV,20
3005,1052HW,50
3006,1052HX,40
3007,1052JC,10
3008,1052JD,50
3009,1052JE,40
3010,1052JJ,20
3011,1052JL,10
3012,1052JS,20
3013,1052JW,10
3014,1052JZ,20
3015,1052KB,20
3016,1052KC,10
3017,1052KE,10
3018,1052KG,20
3019,1052KH,10
3020,1052KJ,20
3021,1052KL,40
3022,1052KM,30
3023,1052KN,20
3024,1052KR,40
3025,1052KT,40
3026,1052KW,20
3027,1052LB,10
3028,1052LD,20
3029,1052LE,20
3030,1052LM,40
3031,1052LS,20
3032,1052LT,20
3033,1052LW,10
3034,1052MA,20
3035,1052MZ,50
3036,1052NA,20
3037,1052NB,30
3038,1052NC,20
3039,1052NK,20
3040,1052NL,20
3041,1052NN,20
3042,1052NP,30
3043,1052RJ,20
3044,1052RL,30
3045,1052RN,20
3046,1052RP,30
3047,1052RR,60
3048,1052RS,20
3049,1052SC,20
3050,1052SE,20
3051,1052SJ,30
3052,1052SL,40
3053,1052SM,50
3054,1052SN,60
3055,1052SV,40
3056,1052SW,40
3057,1052TB,60
3058,1052TC,40
3059,1052TD,50
3060,1052TJ,50
3061,1052TK,40
3062,1052TL,50
3063,1052TN,30
3064,1052TP,50
3065,1052TR,30
3066,1052TS,50
3067,1052TT,60
3068,1052TV,30
3069,1052TX,20
3070,1052TZ,20
3071,1052VA,20
3072,1052VB,20
3073,1052VC,10
3074,1052VD,50
3075,1052VE,50
3076,1052VG,10
3077,1052VH,20
3078,1052VJ,30
3079,1052VL,10
3080,1052VM,20
3081,1052VN,20
3082,1052VR,30
3083,1052VS,30
3084,1052VT,50
3085,1052VV,20
3086,1052VX,30
3087,1052VZ,50
3088,1052WB,70
3089,1052WC,70
3090,1052WD,30
3091,1052WE,60
3092,1052WH,50
3093,1052WK,20
3094,1052WL,10
3095,1052WP,20
3096,1052WR,30
3097,1052WS,20
3098,1052WT,30
3099,1052XA,30
3100,1052XB,30
3101,1052XC,20
3102,1052XD,40
3103,1052XE,20
3104,1052XJ,30
3105,1052XK,30
3106,1052XL,50
3107,1052XM,50
3108,1052XN,20
3109,1052XS,10
3110,1052XT,30
3111,1052XX,10
3112,1052XZ,20
3113,1053AA,10
3114,1053AD,30
3115,1053AE,40
3116,1053AG,20
3117,1053AH,40
3118,1053AL,30
3119,1053AM,10
3120,1053AN,10
3121,1053AP,40
3122,1053AR,10
3123,1053AS,30
3124,1053AT,20
3125,1053AV,50
3126,1053AW,20
3127,1053AZ,40
3128,1053BA,10
3129,1053BB,10
3130,1053BD,20
3131,1053BG,10
3132,1053BJ,20
3133,1053BK,40
3134,1053BL,10
3135,1053BS,20
3136,1053BT,50
3137,1053BW,10
3138,1053BX,10
3139,1053CC,10
3140,1053CE,10
3141,1053CG,20
3142,1053CK,50
3143,1053CL,20
3144,1053CN,40
3145,1053CP,30
3146,1053CR,30
3147,1053CS,30
3148,1053CT,10
3149,1053CV,20
3150,1053CW,40
3151,1053CX,30
3152,1053CZ,60
3153,1053DA,60
3154,1053DB,40
3155,1053DC,30
3156,1053DE,20
3157,1053DG,20
3158,1053DL,40
3159,1053DM,50
3160,1053DP,60
3161,1053DR,40
3162,1053DS,50
3163,1053DV,10
3164,1053DX,30
3165,1053EA,10
3166,1053EE,30
3167,1053EG,20
3168,1053EH,20
3169,1053EJ,60
3170,1053EL,40
3171,1053EM,20
3172,1053EN,20
3173,1053EP,40
3174,1053ER,50
3175,1053ET,60
3176,1053EV,20
3177,1053EW,30
3178,1053EX,30
3179,1053GA,30
3180,1053GB,20
3181,1053GC,20
3182,1053GD,10
3183,1053GG,10
3184,1053GJ,20
3185,1053GK,20
3186,1053GM,30
3187,1053GN,30
3188,1053GP,20
3189,1053GR,30
3190,1053GS,30
3191,1053GT,20
3192,1053GV,40
3193,1053GW,50
3194,1053GX,60
3195,1053HB,10
3196,1053HC,40
3197,1053HD,20
3198,1053HE,10
3199,1053HK,30
3200,1053HL,20
3201,1053HM,20
3202,1053HN,30
3203,1053HT,50
3204,1053JC,40
3205,1053JD,30
3206,1053JE,20
3207,1053JH,60
3208,1053JJ,30
3209,1053JK,40
3210,1053JL,30
3211,1053JM,20
3212,1053JN,40
3213,1053JP,50
3214,1053JR,40
3215,1053JS,60
3216,1053KB,30
3217,1053KD,40
3218,1053KE,40
3219,1053KG,30
3220,1053KH,50
3221,1053KJ,30
3222,1053KL,10
3223,1053KM,20
3224,1053KP,10
3225,1053KR,10
3226,1053KS,10
3227,1053KV,30
3228,1053KX,20
3229,1053KZ,10
3230,1053LB,40
3231,1053LC,20
3232,1053LE,10
3233,1053LH,10
3234,1053LJ,20
3235,1053LK,20
3236,1053LL,10
3237,1053LN,10
3238,1053LR,20
3239,1053LV,20
3240,1053LW,40
3241,1053LX,60
3242,1053MA,20
3243,1053MB,30
3244,1053MC,50
3245,1053MJ,10
3246,1053MK,10
3247,1053ML,30
3248,1053MN,30
3249,1053MP,20
3250,1053MS,40
3251,1053MT,40
3252,1053MV,50
3253,1053ND,40
3254,1053NE,20
3255,1053NG,30
3256,1053NH,20
3257,1053NJ,20
3258,1053NL,30
3259,1053NN,10
3260,1053NP,10
3261,1053NT,20
3262,1053NV,20
3263,1053NX,10
3264,1053NZ,20
3265,1053PA,40
3266,1053PC,20
3267,1053PD,40
3268,1053PE,20
3269,1053PG,30
3270,1053PK,30
3271,1053PL,40
3272,1053PM,50
3273,1053PN,40
3274,1053PP,60
3275,1053PR,60
3276,1053PS,60
3277,1053PT,60
3278,1053PV,30
3279,1053PW,20
3280,1053PX,30
3281,1053PZ,30
3282,1053RA,20
3283,1053RD,30
3284,1053RG,40
3285,1053RL,60
3286,1053RS,20
3287,1053RV,60
3288,1053RX,40
3289,1053RZ,60
3290,1053SB,30
3291,1053SC,40
3292,1053SE,20
3293,1053SG,30
3294,1053SL,30
3295,1053SM,60
3296,1053SP,20
3297,1053SR,20
3298,1053ST,30
3299,1053SV,20
3300,1053SW,40
3301,1053SX,40
3302,1053SZ,40
3303,1053TA,20
3304,1053TD,50
3305,1053TG,20
3306,1053TH,20
3307,1053TM,30
3308,1053TP,10
3309,1053TR,20
3310,1053TS,20
3311,1053TT,30
3312,1053TV,20
3313,1053TW,30
3314,1053TX,20
3315,1053TZ,10
3316,1053VB,10
3317,1053VE,20
3318,1053VH,20
3319,1053VJ,10
3320,1053VK,30
3321,1053VL,20
3322,1053VM,30
3323,1053VN,10
3324,1053VT,30
3325,1053VW,20
3326,1053VX,40
3327,1053WB,40
3328,1053WC,30
3329,1053WE,30
3330,1053WH,10
3331,1053WJ,10
3332,1053WP,10
3333,1053WS,10
3334,1053WT,20
3335,1053WV,30
3336,1053XB,10
3337,1053XC,20
3338,1053XE,10
3339,1053XJ,20
3340,1053XL,30
3341,1053XP,20
3342,1053XS,20
3343,1053XT,20
3344,1053XW,20
3345,1053XZ,30
3346,1053ZA,40
3347,1053ZB,20
3348,1053ZC,30
3349,1053ZD,20
3350,1053ZE,10
3351,1053ZG,20
3352,1053ZJ,40
3353,1053ZK,20
3354,1053ZN,40
3355,1053ZP,40
3356,1053ZR,20
3357,1053ZW,10
3358,1053ZX,20
3359,1054AA,30
3360,1054AC,10
3361,1054AK,20
3362,1054AM,20
3363,1054AN,10
3364,1054AT,10
3365,1054AV,10
3366,1054BC,10
3367,1054BE,10
3368,1054BG,10
3369,1054BK,10
3370,1054BL,20
3371,1054BN,10
3372,1054BR,20
3373,1054BT,10
3374,1054BW,40
3375,1054CA,20
3376,1054CC,10
3377,1054CE,10
3378,1054CG,20
3379,1054CJ,10
3380,1054CK,10
3381,1054CM,10
3382,1054CN,20
3383,1054CP,20
3384,1054CS,20
3385,1054CT,10
3386,1054CV,20
3387,1054CX,10
3388,1054DC,20
3389,1054DD,10
3390,1054DG,10
3391,1054DJ,20
3392,1054DL,20
3393,1054DP,10
3394,1054DV,30
3395,1054DW,10
3396,1054DX,10
3397,1054DZ,10
3398,1054EA,20
3399,1054EC,20
3400,1054EH,10
3401,1054EJ,10
3402,1054EK,20
3403,1054EL,20
3404,1054ES,20
3405,1054EX,20
3406,1054EZ,10
3407,1054GK,20
3408,1054GM,10
3409,1054GN,20
3410,1054GS,30
3411,1054GT,20
3412,1054GW,20
3413,1054GZ,10
3414,1054HB,10
3415,1054HC,20
3416,1054HD,30
3417,1054HG,30
3418,1054HJ,20
3419,1054HL,30
3420,1054HN,10
3421,1054HP,10
3422,1054HR,10
3423,1054HT,30
3424,1054HV,10
3425,1054HW,10
3426,1054HX,20
3427,1054HZ,10
3428,1054JB,10
3429,1054JC,20
3430,1054JD,10
3431,1054JE,10
3432,1054JG,20
3433,1054JJ,10
3434,1054JK,20
3435,1054JN,20
3436,1054JP,20
3437,1054JT,20
3438,1054JV,10
3439,1054JZ,10
3440,1054KA,10
3441,1054KE,30
3442,1054KH,20
3443,1054KJ,30
3444,1054KK,30
3445,1054KM,20
3446,1054KS,10
3447,1054KT,20
3448,1054KV,10
3449,1054LA,10
3450,1054LB,10
3451,1054LC,10
3452,1054LK,10
3453,1054LL,10
3454,1054LM,10
3455,1054LN,10
3456,1054LP,10
3457,1054LX,10
3458,1054LZ,10
3459,1054MA,20
3460,1054MC,20
3461,1054MD,10
3462,1054ME,20
3463,1054MG,10
3464,1054MH,10
3465,1054MJ,40
3466,1054MK,20
3467,1054ML,10
3468,1054MR,10
3469,1054MT,10
3470,1054MV,10
3471,1054MX,10
3472,1054NB,30
3473,1054ND,20
3474,1054NE,20
3475,1054NG,50
3476,1054NK,20
3477,1054NL,20
3478,1054NM,20
3479,1054PA,20
3480,1054PG,30
3481,1054PH,40
3482,1054PJ,20
3483,1054PL,30
3484,1054PM,30
3485,1054PN,20
3486,1054PP,30
3487,1054PR,30
3488,1054PS,30
3489,1054PV,20
3490,1054PW,40
3491,1054RC,10
3492,1054RD,30
3493,1054RL,20
3494,1054SX,20
3495,1054TB,30
3496,1054TE,20
3497,1054TG,10
3498,1054TH,20
3499,1054TJ,20
3500,1054TK,10
3501,1054TL,20
3502,1054TM,20
3503,1054TN,10
3504,1054TR,10
3505,1054TT,20
3506,1054TW,10
3507,1054TX,10
3508,1054TZ,10
3509,1054VC,20
3510,1054VE,20
3511,1054VH,30
3512,1054VJ,10
3513,1054VL,30
3514,1054VM,10
3515,1054VR,10
3516,1054VT,10
3517,1054WB,10
3518,1054WC,20
3519,1054WD,10
3520,1054WE,10
3521,1054WH,10
3522,1054WJ,10
3523,1054WK,20
3524,1054WL,10
3525,1054WN,20
3526,1054WP,20
3527,1054WT,10
3528,1054WX,10
3529,1054WZ,20
3530,1054XA,10
3531,1054XC,10
3532,1054XD,10
3533,1054XE,20
3534,1054XH,10
3535,1054XJ,20
3536,1054XK,20
3537,1054XL,20
3538,1054XM,10
3539,1054XN,10
3540,1054XP,30
3541,1054XR,20
3542,1054XS,20
3543,1054XT,10
3544,1054XW,30
3545,1054XX,30
3546,1054XZ,10
3547,1054ZA,10
3548,1054ZB,20
3549,1054ZC,20
3550,1054ZD,10
3551,1054ZE,10
3552,1054ZH,10
3553,1054ZJ,30
3554,1054ZK,10
3555,1054ZL,10
3556,1054ZM,10
3557,1054ZN,10
3558,1054ZP,20
3559,1054ZR,20
3560,1054ZS,20
3561,1054ZT,10
3562,1054ZV,10
3563,1054ZW,10
3564,1055AA,30
3565,1055AB,30
3566,1055AD,30
3567,1055AK,60
3568,1055AM,30
3569,1055AN,10
3570,1055AR,10
3571,1055AS,20
3572,1055AT,20
3573,1055AV,20
3574,1055AW,20
3575,1055AX,10
3576,1055AZ,20
3577,1055BA,30
3578,1055BB,20
3579,1055BC,10
3580,1055BG,20
3581,1055BM,30
3582,1055BN,30
3583,1055BS,20
3584,1055BT,40
3585,1055BV,40
3586,1055BW,20
3587,1055CA,60
3588,1055CB,40
3589,1055CC,20
3590,1055CD,20
3591,1055CE,20
3592,1055CG,20
3593,1055CH,20
3594,1055CJ,20
3595,1055CK,20
3596,1055CL,30
3597,1055CM,50
3598,1055CN,20
3599,1055CP,20
3600,1055CR,20
3601,1055CT,40
3602,1055CV,30
3603,1055CW,40
3604,1055CX,40
3605,1055CZ,30
3606,1055DA,50
3607,1055DB,70
3608,1055DC,40
3609,1055DD,30
3610,1055DE,20
3611,1055DG,60
3612,1055DH,70
3613,1055DJ,60
3614,1055DK,20
3615,1055DL,60
3616,1055DM,60
3617,1055DN,50
3618,1055DP,20
3619,1055DR,30
3620,1055DV,20
3621,1055DW,30
3622,1055DX,30
3623,1055EA,20
3624,1055EB,40
3625,1055EC,30
3626,1055ED,20
3627,1055EE,50
3628,1055EG,80
3629,1055EH,70
3630,1055EJ,70
3631,1055EK,30
3632,1055EM,20
3633,1055EN,30
3634,1055EP,20
3635,1055ER,20
3636,1055ES,20
3637,1055ET,50
3638,1055EW,90
3639,1055EX,20
3640,1055EZ,60
3641,1055GA,80
3642,1055GB,80
3643,1055GC,70
3644,1055GD,70
3645,1055GE,50
3646,1055GG,90
3647,1055GH,70
3648,1055GJ,40
3649,1055GK,60
3650,1055GM,20
3651,1055GN,20
3652,1055GP,50
3653,1055GR,70
3654,1055GS,60
3655,1055GT,60
3656,1055GV,70
3657,1055GW,60
3658,1055GX,50
3659,1055GZ,70
3660,1055HA,40
3661,1055HC,30
3662,1055HD,80
3663,1055HE,80
3664,1055HG,90
3665,1055HH,90
3666,1055HJ,80
3667,1055HK,70
3668,1055HL,90
3669,1055HM,40
3670,1055HN,50
3671,1055HP,50
3672,1055HR,80
3673,1055HS,70
3674,1055HT,50
3675,1055HV,30
3676,1055HW,50
3677,1055HZ,10
3678,1055JA,20
3679,1055JB,80
3680,1055JC,80
3681,1055JD,80
3682,1055JE,30
3683,1055JH,70
3684,1055JJ,80
3685,1055JK,90
3686,1055JL,100
3687,1055JM,80
3688,1055JN,90
3689,1055JP,90
3690,1055JS,40
3691,1055JT,20
3692,1055JV,90
3693,1055JW,90
3694,1055JX,90
3695,1055JZ,90
3696,1055KB,20
3697,1055KD,40
3698,1055KE,40
3699,1055KG,70
3700,1055KH,60
3701,1055KK,40
3702,1055KL,60
3703,1055KM,60
3704,1055KN,30
3705,1055KP,40
3706,1055KR,60
3707,1055KS,60
3708,1055KT,50
3709,1055KW,90
3710,1055KX,60
3711,1055KZ,80
3712,1055LA,50
3713,1055LB,70
3714,1055LC,60
3715,1055LD,70
3716,1055LE,90
3717,1055LG,80
3718,1055LH,90
3719,1055LJ,80
3720,1055LK,50
3721,1055LM,20
3722,1055LN,40
3723,1055LP,10
3724,1055LR,20
3725,1055LS,10
3726,1055LT,10
3727,1055LV,10
3728,1055LW,10
3729,1055LX,10
3730,1055LZ,60
3731,1055MA,20
3732,1055MB,10
3733,1055MC,10
3734,1055MD,10
3735,1055ME,20
3736,1055MG,10
3737,1055MH,50
3738,1055MJ,40
3739,1055MK,40
3740,1055ML,60
3741,1055MN,60
3742,1055MP,10
3743,1055MR,30
3744,1055MS,10
3745,1055MT,20
3746,1055MZ,30
3747,1055NA,20
3748,1055NB,10
3749,1055NC,20
3750,1055ND,20
3751,1055NE,30
3752,1055NG,20
3753,1055NH,20
3754,1055NJ,10
3755,1055NK,20
3756,1055NM,20
3757,1055NN,70
3758,1055NP,60
3759,1055NR,70
3760,1055NS,60
3761,1055NT,70
3762,1055NV,60
3763,1055NW,70
3764,1055NX,50
3765,1055NZ,40
3766,1055PA,30
3767,1055PC,50
3768,1055PD,30
3769,1055PE,20
3770,1055PG,40
3771,1055PH,80
3772,1055PJ,50
3773,1055PK,40
3774,1055PL,50
3775,1055PM,70
3776,1055PN,70
3777,1055PP,50
3778,1055PR,80
3779,1055PT,30
3780,1055PV,50
3781,1055PW,60
3782,1055PX,30
3783,1055PZ,60
3784,1055RA,40
3785,1055RB,10
3786,1055RC,20
3787,1055RD,20
3788,1055RG,20
3789,1055RH,70
3790,1055RJ,60
3791,1055RK,60
3792,1055RL,60
3793,1055RM,30
3794,1055RN,20
3795,1055RP,50
3796,1055RR,70
3797,1055RS,70
3798,1055RT,40
3799,1055RZ,50
3800,1055SC,20
3801,1055SN,10
3802,1055SR,10
3803,1055SV,40
3804,1055SW,20
3805,1055TA,10
3806,1055TC,10
3807,1055TE,20
3808,1055TG,30
3809,1055TH,20
3810,1055TJ,10
3811,1055TK,30
3812,1055TL,20
3813,1055TM,20
3814,1055TN,10
3815,1055TP,20
3816,1055TR,40
3817,1055TS,50
3818,1055TT,10
3819,1055TV,70
3820,1055TW,50
3821,1055TX,60
3822,1055TZ,80
3823,1055VA,50
3824,1055VC,30
3825,1055VD,40
3826,1055VE,30
3827,1055VG,70
3828,1055VH,50
3829,1055VJ,40
3830,1055VK,70
3831,1055VL,80
3832,1055VM,90
3833,1055VN,80
3834,1055VP,50
3835,1055VR,50
3836,1055VS,20
3837,1055VT,50
3838,1055VV,40
3839,1055VW,20
3840,1055VX,40
3841,1055VZ,20
3842,1055WB,10
3843,1055WC,40
3844,1055WD,30
3845,1055WE,50
3846,1055WG,60
3847,1055WH,60
3848,1055WJ,60
3849,1055WK,40
3850,1055WL,50
3851,1055WN,60
3852,1055WP,70
3853,1055WR,60
3854,1055WS,40
3855,1055WT,60
3856,1055WV,100
3857,1055WX,80
3858,1055WZ,80
3859,1055XA,70
3860,1055XB,80
3861,1055XC,60
3862,1055XD,90
3863,1055XE,70
3864,1055XG,80
3865,1055XH,70
3866,1055XJ,60
3867,1055XK,50
3868,1055XL,50
3869,1055XM,40
3870,1055XN,60
3871,1055XP,20
3872,1055XR,10
3873,1055XS,10
3874,1055XT,20
3875,1055XV,70
3876,1055XW,40
3877,1055XX,70
3878,1055XZ,20
3879,1055ZA,50
3880,1055ZB,50
3881,1055ZC,70
3882,1055ZD,50
3883,1055ZE,70
3884,1055ZG,60
3885,1055ZH,70
3886,1055ZJ,80
3887,1055ZK,70
3888,1055ZL,80
3889,1055ZM,70
3890,1055ZN,70
3891,1055ZP,70
3892,1055ZR,30
3893,1055ZS,20
3894,1055ZT,40
3895,1055ZV,60
3896,1055ZW,60
3897,1055ZX,60
3898,1055ZZ,50
3899,1056AC,60
3900,1056AD,80
3901,1056AE,70
3902,1056AG,80
3903,1056AH,70
3904,1056AJ,60
3905,1056AK,60
3906,1056AL,50
3907,1056AN,60
3908,1056AP,50
3909,1056AS,30
3910,1056AT,60
3911,1056AV,70
3912,1056AW,60
3913,1056AX,80
3914,1056AZ,90
3915,1056BA,80
3916,1056BB,20
3917,1056BC,40
3918,1056BD,80
3919,1056BE,70
3920,1056BG,70
3921,1056BH,70
3922,1056BJ,40
3923,1056BK,10
3924,1056BL,30
3925,1056BM,50
3926,1056BN,50
3927,1056BP,80
3928,1056BR,30
3929,1056BT,40
3930,1056BV,30
3931,1056BW,30
3932,1056BX,60
3933,1056BZ,60
3934,1056CA,80
3935,1056CB,40
3936,1056CC,20
3937,1056CD,20
3938,1056CE,30
3939,1056CG,50
3940,1056CH,80
3941,1056CJ,50
3942,1056CK,40
3943,1056CL,10
3944,1056CM,30
3945,1056CN,30
3946,1056CP,10
3947,1056CR,20
3948,1056CS,40
3949,1056CT,50
3950,1056CV,50
3951,1056CW,20
3952,1056CX,30
3953,1056CZ,30
3954,1056DA,30
3955,1056DB,40
3956,1056DC,20
3957,1056DD,40
3958,1056DE,40
3959,1056DG,60
3960,1056DH,50
3961,1056DJ,20
3962,1056DK,40
3963,1056DL,50
3964,1056DM,10
3965,1056DN,40
3966,1056DP,20
3967,1056DR,30
3968,1056DS,60
3969,1056DT,60
3970,1056DV,10
3971,1056DW,20
3972,1056DX,30
3973,1056DZ,40
3974,1056EA,10
3975,1056EB,20
3976,1056EC,20
3977,1056ED,40
3978,1056EE,30
3979,1056EG,30
3980,1056EH,20
3981,1056EJ,50
3982,1056EK,30
3983,1056EL,40
3984,1056EM,10
3985,1056EN,10
3986,1056EP,10
3987,1056ER,10
3988,1056ES,60
3989,1056EV,10
3990,1056EZ,10
3991,1056GC,10
3992,1056GE,80
3993,1056GG,90
3994,1056GH,80
3995,1056GK,30
3996,1056GM,10
3997,1056GN,10
3998,1056GS,10
3999,1056GT,10
4000,1056GV,20
4001,1056GW,20
4002,1056GX,20
4003,1056GZ,50
4004,1056HA,90
4005,1056HB,80
4006,1056HC,30
4007,1056HD,10
4008,1056HE,20
4009,1056HG,20
4010,1056HH,10
4011,1056HJ,30
4012,1056HK,40
4013,1056HL,40
4014,1056HM,10
4015,1056HN,10
4016,1056HP,40
4017,1056HR,50
4018,1056HS,40
4019,1056HT,10
4020,1056HX,10
4021,1056JB,20
4022,1056JC,50
4023,1056JE,20
4024,1056JG,10
4025,1056JH,20
4026,1056JJ,40
4027,1056JK,10
4028,1056JL,10
4029,1056JM,20
4030,1056JN,30
4031,1056JP,20
4032,1056JS,10
4033,1056JT,10
4034,1056JV,10
4035,1056JZ,30
4036,1056KA,10
4037,1056KB,10
4038,1056KD,30
4039,1056KE,10
4040,1056KG,30
4041,1056KJ,20
4042,1056KK,10
4043,1056KM,10
4044,1056KN,10
4045,1056KP,10
4046,1056KV,20
4047,1056KZ,30
4048,1056LA,50
4049,1056LB,10
4050,1056LC,20
4051,1056LD,20
4052,1056ND,80
4053,1056NE,50
4054,1056NG,50
4055,1056NH,80
4056,1056NJ,40
4057,1056NK,50
4058,1056NL,70
4059,1056NM,70
4060,1056NN,60
4061,1056NP,30
4062,1056NR,10
4063,1056NS,50
4064,1056NT,30
4065,1056NV,10
4066,1056NZ,30
4067,1056PB,30
4068,1056PC,30
4069,1056PD,20
4070,1056PE,60
4071,1056PG,20
4072,1056PH,40
4073,1056PJ,10
4074,1056PK,30
4075,1056PL,40
4076,1056PM,20
4077,1056PP,30
4078,1056PV,20
4079,1056PW,50
4080,1056PX,40
4081,1056PZ,30
4082,1056RA,60
4083,1056RB,40
4084,1056RC,20
4085,1056RD,30
4086,1056RE,30
4087,1056RG,70
4088,1056RH,80
4089,1056RJ,70
4090,1056RK,50
4091,1056RL,20
4092,1056RM,40
4093,1056RN,70
4094,1056RP,70
4095,1056RR,70
4096,1056RS,70
4097,1056RV,70
4098,1056RW,50
4099,1056RX,60
4100,1056RZ,20
4101,1056SB,40
4102,1056SC,10
4103,1056SE,30
4104,1056SG,50
4105,1056SH,30
4106,1056SJ,40
4107,1056SK,20
4108,1056SL,60
4109,1056SM,50
4110,1056SN,50
4111,1056SP,40
4112,1056SR,20
4113,1056ST,40
4114,1056SW,40
4115,1056SX,30
4116,1056SZ,20
4117,1056TA,20
4118,1056TC,60
4119,1056TD,60
4120,1056TE,50
4121,1056TG,50
4122,1056TH,40
4123,1056TJ,30
4124,1056TK,30
4125,1056TL,50
4126,1056TM,20
4127,1056TN,10
4128,1056TR,50
4129,1056TS,50
4130,1056TT,10
4131,1056TV,30
4132,1056TX,20
4133,1056TZ,20
4134,1056VA,40
4135,1056VB,30
4136,1056VC,60
4137,1056VD,30
4138,1056VE,40
4139,1056VJ,50
4140,1056VK,20
4141,1056VL,50
4142,1056VM,60
4143,1056VN,50
4144,1056VP,60
4145,1056VR,60
4146,1056VT,10
4147,1056VV,30
4148,1056VX,20
4149,1056VZ,10
4150,1056WB,30
4151,1056WC,30
4152,1056WD,20
4153,1056WG,10
4154,1056WH,20
4155,1056WK,60
4156,1056WL,30
4157,1056WN,10
4158,1056WP,10
4159,1056WR,10
4160,1056WS,40
4161,1056WT,20
4162,1056WV,10
4163,1056WX,30
4164,1056WZ,30
4165,1056XA,20
4166,1056XB,10
4167,1056XC,20
4168,1056XD,40
4169,1056XE,10
4170,1056XG,10
4171,1056XH,20
4172,1056XJ,40
4173,1056XK,20
4174,1056XL,20
4175,1056XM,50
4176,1056XP,20
4177,1056XR,30
4178,1056XS,10
4179,1056XW,30
4180,1056XX,20
4181,1056XZ,20
4182,1057AB,10
4183,1057AD,10
4184,1057AN,20
4185,1057AP,40
4186,1057AR,50
4187,1057AS,20
4188,1057AT,20
4189,1057AV,30
4190,1057AW,40
4191,1057AX,50
4192,1057AZ,30
4193,1057BA,20
4194,1057BC,20
4195,1057BD,30
4196,1057BE,20
4197,1057BG,30
4198,1057BH,10
4199,1057BJ,40
4200,1057BK,20
4201,1057BL,70
4202,1057BM,60
4203,1057BN,40
4204,1057BP,30
4205,1057BR,20
4206,1057BS,40
4207,1057BT,10
4208,1057BV,20
4209,1057BW,10
4210,1057BX,20
4211,1057BZ,60
4212,1057CA,60
4213,1057CB,50
4214,1057CC,40
4215,1057CD,70
4216,1057CE,50
4217,1057CG,30
4218,1057CH,60
4219,1057CJ,90
4220,1057CK,40
4221,1057CM,40
4222,1057CN,40
4223,1057CP,60
4224,1057CR,70
4225,1057CS,50
4226,1057CT,30
4227,1057CV,30
4228,1057CW,40
4229,1057CX,40
4230,1057CZ,30
4231,1057DA,20
4232,1057DB,50
4233,1057DC,40
4234,1057DD,60
4235,1057DE,60
