,PC6,NWIRP
9762,1097BH,40
9763,1097BJ,40
9764,1097BK,40
9765,1097BL,50
9766,1097BR,10
9767,1097BT,20
9768,1097BV,20
9769,1097BX,10
9770,1097BZ,40
9771,1097CA,60
9772,1097CD,20
9773,1097CE,10
9774,1097CG,20
9775,1097CH,10
9776,1097CJ,20
9777,1097CP,30
9778,1097CR,20
9779,1097CS,40
9780,1097CW,40
9781,1097CX,30
9782,1097DA,50
9783,1097DB,30
9784,1097DC,40
9785,1097DD,30
9786,1097DH,30
9787,1097DJ,30
9788,1097DK,60
9789,1097DM,20
9790,1097DP,80
9791,1097DR,70
9792,1097DS,40
9793,1097DT,40
9794,1097DW,70
9795,1097EB,20
9796,1097EE,60
9797,1097EG,10
9798,1097EH,30
9799,1097EJ,30
9800,1097EK,40
9801,1097EL,20
9802,1097EM,20
9803,1097EN,30
9804,1097EP,20
9805,1097ET,20
9806,1097EW,10
9807,1097GA,60
9808,1097GC,10
9809,1097GD,10
9810,1097GE,50
9811,1097GG,30
9812,1097GH,20
9813,1097GJ,30
9814,1097GK,50
9815,1097GN,30
9816,1097GP,40
9817,1097GR,50
9818,1097GZ,40
9819,1097HJ,30
9820,1097HM,10
9821,1097HN,30
9822,1097HP,30
9823,1097HS,10
9824,1097HT,10
9825,1097HX,10
9826,1097HZ,20
9827,1097JD,30
9828,1097JE,10
9829,1097JG,10
9830,1097JV,30
9831,1097JW,50
9832,1097JX,40
9833,1097KA,30
9834,1097KB,30
9835,1097KC,30
9836,1097KD,30
9837,1097KE,40
9838,1097KG,30
9839,1097KJ,40
9840,1097KL,40
9841,1097KM,50
9842,1097KN,60
9843,1097KP,30
9844,1097KR,50
9845,1097KT,50
9846,1097KV,30
9847,1097KX,50
9848,1097KZ,50
9849,1097LA,40
9850,1097LB,60
9851,1097LC,20
9852,1097LD,30
9853,1097LE,20
9854,1097LG,60
9855,1097LH,40
9856,1097LJ,80
9857,1097LK,50
9858,1097LL,50
9859,1097LM,50
9860,1097LN,60
9861,1097LP,50
9862,1097LR,70
9863,1097LS,70
9864,1097LT,60
9865,1097LV,60
9866,1097LW,40
9867,1097LX,30
9868,1097MB,50
9869,1097MC,50
9870,1097MD,20
9871,1097ME,60
9872,1097MH,40
9873,1097MJ,30
9874,1097MK,40
9875,1097ML,40
9876,1097MN,30
9877,1097MP,30
9878,1097MR,30
9879,1097MS,40
9880,1097MV,40
9881,1097MX,30
9882,1097MZ,50
9883,1097NA,30
9884,1097NC,30
9885,1097NE,40
9886,1097NG,50
9887,1097NH,50
9888,1097NJ,40
9889,1097NK,20
9890,1097NL,40
9891,1097NN,20
9892,1097NX,10
9893,1097PA,30
9894,1097PN,30
9895,1097PV,20
9896,1097PW,30
9897,1097PX,50
9898,1097PZ,20
9899,1097RD,10
9900,1097RJ,30
9901,1097RK,40
9902,1097RL,40
9903,1097RN,20
9904,1097RP,30
9905,1097RR,20
9906,1097RS,30
9907,1097RT,30
9908,1097RV,40
9909,1097RW,20
9910,1097RZ,20
9911,1097SB,30
9912,1097SE,30
9913,1097SG,50
9914,1097SH,20
9915,1097SK,30
9916,1097SL,40
9917,1097SN,50
9918,1097SP,30
9919,1097ST,40
9920,1097TB,20
9921,1097TC,20
9922,1097TE,40
9923,1097TG,10
9924,1097TJ,20
9925,1097TK,30
9926,1097TL,50
9927,1097TM,50
9928,1097TN,40
9929,1097TR,10
9930,1097TS,30
9931,1097TT,40
9932,1097TV,20
9933,1097TW,60
9934,1097TX,30
9935,1097TZ,20
9936,1097VA,40
9937,1097VB,30
9938,1097VD,30
9939,1097VE,20
9940,1097VM,50
9941,1097VN,40
9942,1097VP,30
9943,1097VS,20
9944,1097VT,20
9945,1097VV,50
9946,1097VZ,40
9947,1097WE,30
9948,1097WG,70
9949,1097WN,30
9950,1097WP,20
9951,1097WX,30
9952,1097XA,40
9953,1097XB,30
9954,1097XD,50
9955,1097XE,20
9956,1097XG,20
9957,1097XJ,10
9958,1097XM,30
9959,1097XN,50
9960,1097XP,30
9961,1097XS,30
9962,1097XT,40
9963,1097XX,30
9964,1097ZA,10
9965,1097ZD,40
9966,1097ZG,30
9967,1097ZH,20
9968,1097ZJ,60
9969,1097ZK,40
9970,1097ZN,40
9971,1097ZP,30
9972,1097ZR,50
9973,1097ZS,30
9974,1097ZT,60
9975,1097ZW,30
9976,1097ZX,30
9977,1097ZZ,40
9978,1098AB,20
9979,1098AC,20
9980,1098AE,20
9981,1098AJ,20
9982,1098AK,20
9983,1098AM,20
9984,1098AN,20
9985,1098AS,20
9986,1098AT,20
9987,1098BE,10
9988,1098BG,10
9989,1098BK,20
9990,1098BT,20
9991,1098CA,20
9992,1098CT,20
9993,1098CV,10
9994,1098CZ,20
9995,1098EK,10
9996,1098ET,30
9997,1098EV,30
9998,1098GD,30
9999,1098GE,20
10000,1098GG,20
10001,1098GH,30
10002,1098GJ,20
10003,1098GK,20
10004,1098GN,10
10005,1098GV,40
10006,1098GX,10
10007,1098GZ,10
10008,1098HD,40
10009,1098HE,10
10010,1098HJ,10
10011,1098HL,40
10012,1098HM,20
10013,1098HP,10
10014,1098HR,20
10015,1098JC,20
10016,1098JE,20
10017,1098JG,20
10018,1098JS,30
10019,1098JT,40
10020,1098JV,30
10021,1098JZ,50
10022,1098KA,30
10023,1098KB,20
10024,1098KC,20
10025,1098KD,30
10026,1098KG,20
10027,1098KJ,20
10028,1098KL,20
10029,1098KR,10
10030,1098KT,30
10031,1098KV,10
10032,1098KZ,30
10033,1098LD,50
10034,1098LL,10
10035,1098LM,20
10036,1098LN,20
10037,1098LT,40
10038,1098NA,10
10039,1098NP,20
10040,1098NR,10
10041,1098PA,10
10042,1098PB,10
10043,1098PC,10
10044,1098PE,10
10045,1098PH,10
10046,1098PJ,30
10047,1098PL,20
10048,1098PN,10
10049,1098PR,20
10050,1098PT,10
10051,1098PX,20
10052,1098RB,20
10053,1098RC,30
10054,1098RE,30
10055,1098RG,20
10056,1098RM,20
10057,1098RP,30
10058,1098RR,30
10059,1098RS,20
10060,1098RV,20
10061,1098RW,20
10062,1098RX,10
10063,1098RZ,10
10064,1098SG,10
10065,1098SP,10
10066,1098SR,10
10067,1098SW,10
10068,1098TA,10
10069,1098TK,10
10070,1098TP,10
10071,1098TR,20
10072,1098TS,10
10073,1098VS,10
10074,1098VX,10
10075,1098WB,10
10076,1098WC,60
10077,1098WD,60
10078,1098WE,60
10079,1098WH,20
10080,1098WJ,20
10081,1098WK,20
10082,1098WL,30
10083,1098WN,10
10084,1098WP,10
10085,1098WR,20
10086,1098WS,40
10087,1098XA,20
10088,1098XB,20
10089,1098XC,20
10090,1098XD,10
10091,1098XE,20
10092,1098XK,20
10093,1101BA,70
10094,1102AA,50
10095,1102AB,80
10096,1102AC,70
10097,1102AD,90
10098,1102AG,80
10099,1102AH,70
10100,1102AJ,70
10101,1102AL,70
10102,1102AP,70
10103,1102AR,50
10104,1102AS,60
10105,1102AV,70
10106,1102AW,90
10107,1102AX,80
10108,1102AZ,70
10109,1102BA,80
10110,1102BE,90
10111,1102BG,80
10112,1102BH,80
10113,1102BM,40
10114,1102BV,80
10115,1102CA,70
10116,1102CB,60
10117,1102CC,70
10118,1102CD,70
10119,1102CE,50
10120,1102CG,60
10121,1102CH,90
10122,1102CJ,70
10123,1102CK,90
10124,1102CL,90
10125,1102CM,80
10126,1102CN,50
10127,1102CR,30
10128,1102DD,60
10129,1102DE,90
10130,1102DG,90
10131,1102DH,90
10132,1102DJ,80
10133,1102DL,80
10134,1102DM,90
10135,1102DN,90
10136,1102DR,80
10137,1102DT,90
10138,1102DV,80
10139,1102DW,70
10140,1102DX,80
10141,1102EA,70
10142,1102EB,60
10143,1102EC,90
10144,1102ED,80
10145,1102EE,90
10146,1102EG,70
10147,1102EH,90
10148,1102EJ,90
10149,1102EK,90
10150,1102EL,90
10151,1102EM,90
10152,1102EN,90
10153,1102EP,90
10154,1102ER,70
10155,1102GA,90
10156,1102GB,80
10157,1102GC,80
10158,1102GD,80
10159,1102GE,90
10160,1102GG,100
10161,1102GH,80
10162,1102GJ,80
10163,1102GK,80
10164,1102GL,80
10165,1102GM,80
10166,1102GN,100
10167,1102GP,90
10168,1102GR,90
10169,1102HA,90
10170,1102HB,70
10171,1102HC,90
10172,1102HD,90
10173,1102HE,70
10174,1102HG,90
10175,1102HH,100
10176,1102HJ,80
10177,1102HK,90
10178,1102HL,80
10179,1102HM,90
10180,1102HN,70
10181,1102JA,40
10182,1102JB,30
10183,1102JC,50
10184,1102JD,40
10185,1102JE,70
10186,1102JG,60
10187,1102JH,90
10188,1102JJ,80
10189,1102JK,90
10190,1102JL,80
10191,1102JM,80
10192,1102JN,70
10193,1102JP,90
10194,1102JR,90
10195,1102JS,80
10196,1102JV,90
10197,1102JW,80
10198,1102JX,90
10199,1102JZ,70
10200,1102KA,90
10201,1102LA,80
10202,1102ME,80
10203,1102MH,70
10204,1102MJ,90
10205,1102MV,50
10206,1102MW,50
10207,1102MZ,80
10208,1102NB,80
10209,1102NC,80
10210,1102ND,80
10211,1102NE,80
10212,1102NG,80
10213,1102NJ,60
10214,1102NK,70
10215,1102NL,60
10216,1102NM,70
10217,1102NN,80
10218,1102NP,60
10219,1102PA,70
10220,1102PB,80
10221,1102PC,90
10222,1102PE,90
10223,1102PG,80
10224,1102PH,80
10225,1102PL,80
10226,1102PN,70
10227,1102PP,90
10228,1102PR,80
10229,1102PS,90
10230,1102PT,70
10231,1102RA,40
10232,1102RB,30
10233,1102RC,60
10234,1102RD,40
10235,1102RE,70
10236,1102RG,40
10237,1102RH,40
10238,1102RJ,50
10239,1102RM,40
10240,1102RN,20
10241,1102RP,100
10242,1102RR,60
10243,1102RS,70
10244,1102RT,80
10245,1102RV,70
10246,1102RX,20
10247,1102RZ,70
10248,1102SB,60
10249,1102SC,40
10250,1102SE,20
10251,1102SG,80
10252,1102SH,80
10253,1102SJ,70
10254,1102SK,90
10255,1102SL,90
10256,1102SN,80
10257,1102SP,80
10258,1102SR,60
10259,1102ST,60
10260,1102SV,50
10261,1102SW,50
10262,1102SX,40
10263,1102TA,80
10264,1102TB,80
10265,1102TC,80
10266,1102TD,70
10267,1102TE,80
10268,1102TG,70
10269,1102TH,70
10270,1102TJ,80
10271,1102TK,70
10272,1102TL,70
10273,1102TM,80
10274,1102TN,80
10275,1102TP,80
10276,1102TR,80
10277,1102TS,70
10278,1102TT,70
10279,1102TV,70
10280,1102TW,70
10281,1102TX,80
10282,1102TZ,70
10283,1102VA,70
10284,1102VB,80
10285,1102VC,80
10286,1102VD,70
10287,1102VE,70
10288,1102VG,70
10289,1102VH,80
10290,1102VJ,70
10291,1102VK,60
10292,1102VL,70
10293,1102VM,70
10294,1102VN,60
10295,1102VP,80
10296,1102VR,70
10297,1102VS,70
10298,1102VT,90
10299,1102VV,90
10300,1102VW,90
10301,1102VX,90
10302,1102VZ,80
10303,1102WB,80
10304,1102WE,90
10305,1102WG,80
10306,1102WH,90
10307,1102WJ,80
10308,1102WL,90
10309,1102WN,90
10310,1102WP,80
10311,1102WR,90
10312,1102WS,80
10313,1102WT,70
10314,1102WV,80
10315,1102WX,80
10316,1102WZ,80
10317,1102XA,70
10318,1102XB,80
10319,1102XC,70
10320,1102XD,60
10321,1102XE,80
10322,1102XG,80
10323,1102XH,70
10324,1102XJ,70
10325,1102XK,60
10326,1102XL,70
10327,1102XM,70
10328,1102XN,70
10329,1102XP,80
10330,1102XR,60
10331,1102XS,70
10332,1102XT,70
10333,1102XV,70
10334,1102XW,80
10335,1102XX,60
10336,1102XZ,80
10337,1102ZA,60
10338,1102ZB,60
10339,1102ZC,70
10340,1102ZD,90
10341,1102ZE,70
10342,1102ZG,70
10343,1102ZH,60
10344,1102ZJ,80
10345,1102ZK,50
10346,1102ZL,70
10347,1102ZM,70
10348,1102ZN,80
10349,1102ZP,70
10350,1102ZR,40
10351,1102ZS,70
10352,1102ZT,90
10353,1102ZV,90
10354,1102ZW,80
10355,1102ZX,80
10356,1103AA,30
10357,1103AB,60
10358,1103AC,80
10359,1103AG,80
10360,1103AH,100
10361,1103AJ,70
10362,1103AM,70
10363,1103AN,60
10364,1103AP,80
10365,1103AR,70
10366,1103AS,80
10367,1103AT,70
10368,1103AV,70
10369,1103AW,70
10370,1103AX,90
10371,1103AZ,60
10372,1103BG,90
10373,1103BH,90
10374,1103BK,30
10375,1103CC,70
10376,1103CD,70
10377,1103CE,60
10378,1103CG,60
10379,1103CH,90
10380,1103CJ,50
10381,1103CK,60
10382,1103CL,60
10383,1103CM,70
10384,1103CN,60
10385,1103CP,70
10386,1103CR,80
10387,1103CS,70
10388,1103CT,70
10389,1103CV,80
10390,1103CW,60
10391,1103CX,90
10392,1103DA,80
10393,1103DC,80
10394,1103DD,80
10395,1103DE,80
10396,1103DG,80
10397,1103DH,80
10398,1103DJ,70
10399,1103DK,50
10400,1103DL,70
10401,1103DM,60
10402,1103DN,70
10403,1103DP,70
10404,1103DR,90
10405,1103DS,80
10406,1103DT,60
10407,1103DV,60
10408,1103EA,100
10409,1103EB,90
10410,1103EC,100
10411,1103ED,90
10412,1103EE,70
10413,1103EG,90
10414,1103EH,80
10415,1103EJ,90
10416,1103EK,90
10417,1103EL,90
10418,1103EM,100
10419,1103EN,80
10420,1103EP,80
10421,1103ER,80
10422,1103ES,90
10423,1103ET,80
10424,1103EV,80
10425,1103EW,90
10426,1103EX,100
10427,1103EZ,100
10428,1103GG,50
10429,1103GH,50
10430,1103GM,80
10431,1103GS,100
10432,1103GT,60
10433,1103GZ,70
10434,1103JL,70
10435,1103JM,90
10436,1103JN,80
10437,1103JT,70
10438,1103JV,80
10439,1103JW,80
10440,1103JX,90
10441,1103KA,40
10442,1103KB,40
10443,1103KC,40
10444,1103KD,60
10445,1103KE,40
10446,1103KG,30
10447,1103KH,30
10448,1103KJ,40
10449,1103KK,40
10450,1103KL,40
10451,1103KM,60
10452,1103KN,40
10453,1103KP,40
10454,1103KR,30
10455,1103KS,50
10456,1103KT,40
10457,1103KV,30
10458,1103KW,20
10459,1103KX,20
10460,1103KZ,50
10461,1103LA,50
10462,1103LB,50
10463,1103LC,40
10464,1103LD,60
10465,1103LE,40
10466,1103LG,50
10467,1103LH,40
10468,1103LJ,50
10469,1103LK,20
10470,1103LL,40
10471,1103LM,40
10472,1103LN,50
10473,1103LP,20
10474,1103LR,40
10475,1103LS,30
10476,1103LT,20
10477,1103LV,40
10478,1103LX,40
10479,1103LZ,60
10480,1103MA,90
10481,1103MB,90
10482,1103ME,80
10483,1103MG,60
10484,1103MH,70
10485,1103MK,80
10486,1103MN,80
10487,1103MP,60
10488,1103MR,60
10489,1103MS,90
10490,1103MT,80
10491,1103MV,50
10492,1103MX,80
10493,1103MZ,90
10494,1103NA,20
10495,1103NB,20
10496,1103PA,20
10497,1103PC,30
10498,1103PD,50
10499,1103PE,30
10500,1103PG,20
10501,1103PJ,40
10502,1103PK,30
10503,1103PM,10
10504,1103PN,20
10505,1103PP,20
10506,1103PR,20
10507,1103PS,30
10508,1103PT,30
10509,1103PV,30
10510,1103PW,20
10511,1103PX,30
10512,1103PZ,30
10513,1103RA,30
10514,1103RE,10
10515,1103RG,10
10516,1103RJ,10
10517,1103RK,30
10518,1103RL,50
10519,1103RM,60
10520,1103RN,40
10521,1103SC,80
10522,1103SE,80
10523,1103SG,90
10524,1103SH,60
10525,1103SJ,70
10526,1103SK,70
10527,1103SL,90
10528,1103SM,90
10529,1103TA,70
10530,1103TB,90
10531,1103TC,70
10532,1103TD,90
10533,1103TE,80
10534,1103TG,100
10535,1103TH,100
10536,1103TJ,100
10537,1103TK,90
10538,1103TL,90
10539,1103TP,80
10540,1103TS,60
10541,1103TT,90
10542,1103TV,70
10543,1103TW,70
10544,1103TX,70
10545,1104BC,60
10546,1104CA,90
10547,1104DA,90
10548,1104DB,50
10549,1104DC,90
10550,1104DD,80
10551,1104DE,80
10552,1104DH,90
10553,1104DK,90
10554,1104DL,90
10555,1104DM,90
10556,1104DN,80
10557,1104DP,90
10558,1104EA,30
10559,1104GA,40
10560,1104GB,50
10561,1104GC,70
10562,1104GD,70
10563,1104GE,30
10564,1104GG,20
10565,1104GH,50
10566,1104GJ,50
10567,1104GK,60
10568,1104GL,30
10569,1104GM,50
10570,1104GN,30
10571,1104GP,40
10572,1104GR,60
10573,1104GS,60
10574,1104GT,40
10575,1104GV,30
10576,1104GW,60
10577,1104GX,70
10578,1104GZ,50
10579,1104HA,30
10580,1104HB,40
10581,1104HC,30
10582,1104HD,40
10583,1104HE,70
10584,1104HG,60
10585,1104HH,60
10586,1104HJ,60
10587,1104HL,80
10588,1104HM,50
10589,1104HN,70
10590,1104HP,70
10591,1104HR,70
10592,1104HT,100
10593,1104HV,80
10594,1104HW,70
10595,1104HX,80
10596,1104JA,30
10597,1104JB,30
10598,1104JC,70
10599,1104JD,70
10600,1104JE,80
10601,1104JG,60
10602,1104JH,70
10603,1104JJ,70
10604,1104JK,60
10605,1104JL,60
10606,1104JM,70
10607,1104JN,40
10608,1104KB,80
10609,1104KD,80
10610,1104KG,80
10611,1104KJ,80
10612,1104KK,80
10613,1104KN,90
10614,1104KP,90
10615,1104KR,90
10616,1104KT,80
10617,1104LA,80
10618,1104LB,40
10619,1104LC,60
10620,1104LD,70
10621,1104LE,50
10622,1104LG,70
10623,1104LH,60
10624,1104LJ,70
10625,1104LK,60
10626,1104LL,60
10627,1104LM,50
10628,1104LN,40
10629,1104LP,60
10630,1104LR,60
10631,1104LS,70
10632,1104LT,30
10633,1104LV,70
10634,1104MA,80
10635,1104MB,80
10636,1104MC,90
10637,1104MD,70
10638,1104ME,60
10639,1104MH,50
10640,1104MJ,60
10641,1104MK,70
10642,1104ML,70
10643,1104MN,70
10644,1104MP,80
10645,1104MR,70
10646,1104MT,80
10647,1104MV,90
10648,1104MX,70
10649,1104MZ,60
10650,1104NA,80
10651,1104NB,20
10652,1104NE,80
10653,1104NG,60
10654,1104NH,50
10655,1104NJ,60
10656,1104NK,50
10657,1104NL,60
10658,1104NM,60
10659,1104NN,40
10660,1104NS,80
10661,1104NT,80
10662,1104NV,80
10663,1104NW,80
10664,1104NX,70
10665,1104NZ,80
10666,1104PA,80
10667,1104PB,80
10668,1104PC,60
10669,1104PD,80
10670,1104PE,80
10671,1104PH,90
10672,1104PJ,90
10673,1104PK,50
10674,1104PL,70
10675,1104PM,60
10676,1104PP,80
10677,1104PR,90
10678,1104PS,80
10679,1104SC,90
10680,1104SE,70
10681,1104SG,60
10682,1104SH,80
10683,1104SL,50
10684,1104SM,80
10685,1104SN,90
10686,1104SP,90
10687,1104SV,80
10688,1104SX,80
10689,1104SZ,90
10690,1104TA,80
10691,1104TB,90
10692,1104TC,90
10693,1104TD,70
10694,1104TE,100
10695,1104TG,80
10696,1104TH,80
10697,1104TJ,90
10698,1104TK,90
10699,1104TL,80
10700,1104TM,80
10701,1104TN,80
10702,1104TP,80
10703,1104TR,90
10704,1104TS,90
10705,1104TT,80
10706,1104TV,100
10707,1104TW,70
10708,1104TX,70
10709,1104TZ,80
10710,1104VA,70
10711,1104VB,90
10712,1104VC,80
10713,1104VD,80
10714,1104VE,60
10715,1105BN,60
10716,1106AD,60
10717,1106AE,60
10718,1106AG,80
10719,1106AM,70
10720,1106AN,40
10721,1106AP,70
10722,1106AS,60
10723,1106AV,50
10724,1106BA,40
10725,1106BB,50
10726,1106BC,40
10727,1106BD,60
10728,1106BE,40
10729,1106BG,40
10730,1106BH,50
10731,1106BJ,70
10732,1106BK,40
10733,1106BM,70
10734,1106BN,60
10735,1106BP,60
10736,1106BR,50
10737,1106BS,80
10738,1106BT,70
10739,1106BV,60
10740,1106BW,80
10741,1106BX,70
10742,1106BZ,70
10743,1106CA,70
10744,1106CB,80
10745,1106CC,80
10746,1106CD,80
10747,1106CE,80
10748,1106CG,70
10749,1106CH,70
10750,1106CJ,60
10751,1106CL,70
10752,1106CM,80
10753,1106CN,70
10754,1106CP,70
10755,1106CR,70
10756,1106CS,70
10757,1106CT,60
10758,1106CV,70
10759,1106CW,70
10760,1106CX,50
10761,1106CZ,60
10762,1106DA,70
10763,1106DB,60
10764,1106DC,80
10765,1106DD,80
10766,1106DE,50
10767,1106DG,60
10768,1106DH,60
10769,1106DJ,70
10770,1106DK,60
10771,1106DL,50
10772,1106DM,50
10773,1106DN,60
10774,1106DP,40
10775,1106DR,50
10776,1106DS,60
10777,1106DT,60
10778,1106EA,50
10779,1106EB,40
10780,1106EC,20
10781,1106ED,30
10782,1106EE,40
10783,1106EG,40
10784,1106EH,50
10785,1106EJ,50
10786,1106EK,30
10787,1106EL,30
10788,1106EM,50
10789,1106EN,30
10790,1106EP,20
10791,1106ER,40
10792,1106ES,70
10793,1106ET,50
10794,1106EV,70
10795,1106EW,50
10796,1106EX,60
10797,1106EZ,30
10798,1106GA,30
10799,1106GB,40
10800,1106GD,40
10801,1106GG,30
10802,1106GH,40
10803,1106GJ,40
10804,1106GK,60
10805,1106GL,30
10806,1106GM,40
10807,1106GN,60
10808,1106GP,50
10809,1106GS,70
10810,1106GT,50
10811,1106GV,50
10812,1106GW,30
10813,1106HA,60
10814,1106HB,30
10815,1106HC,70
10816,1106HD,10
10817,1106HE,50
10818,1106HG,30
10819,1106HH,40
10820,1106HJ,40
10821,1106HK,40
10822,1106HL,50
10823,1106HM,80
10824,1106HN,50
10825,1106HP,40
10826,1106HR,30
10827,1106HS,30
10828,1106HT,30
10829,1106HV,60
10830,1106HX,70
10831,1106HZ,50
10832,1106JA,70
10833,1106JB,80
10834,1106JC,90
10835,1106JD,70
10836,1106JE,50
10837,1106JG,50
10838,1106JJ,70
10839,1106JK,80
10840,1106JL,70
10841,1106JM,70
10842,1106JN,50
10843,1106JP,80
10844,1106JR,70
10845,1106JS,70
10846,1106JT,60
10847,1106JV,70
10848,1106JW,70
10849,1106JX,90
10850,1106JZ,70
10851,1106KA,80
10852,1106KB,100
10853,1106KC,80
10854,1106KD,90
10855,1106KE,100
10856,1106KG,80
10857,1106KH,90
10858,1106KJ,60
10859,1106KK,90
10860,1106KL,60
10861,1106KM,70
10862,1106KN,80
10863,1106KP,70
10864,1106KR,80
10865,1106KS,70
10866,1106KT,60
10867,1106KV,70
10868,1106KW,60
10869,1106KX,40
10870,1106KZ,70
10871,1106LA,80
10872,1106LB,60
10873,1106LC,100
10874,1106LD,70
10875,1106LE,90
10876,1106LG,80
10877,1106LH,70
10878,1106LJ,70
10879,1106LK,80
10880,1106LL,80
10881,1106LM,80
10882,1106LT,80
10883,1106LV,90
10884,1106LW,60
10885,1106LX,90
10886,1106LZ,70
10887,1106MA,90
10888,1106MB,40
10889,1106MC,80
10890,1106MD,80
10891,1106MH,80
10892,1106MJ,80
10893,1106ML,50
10894,1106MS,30
10895,1106MT,60
10896,1106MV,40
10897,1106MX,50
10898,1106NA,70
10899,1106NB,80
10900,1106NC,90
10901,1106ND,70
10902,1106NE,70
10903,1106NG,90
10904,1106NH,70
10905,1106NJ,30
10906,1106NK,70
10907,1106NL,70
10908,1106NM,90
10909,1106NN,80
10910,1106NP,50
10911,1106NR,80
10912,1106NS,60
10913,1106NT,60
10914,1106NV,80
10915,1106NW,80
10916,1106NX,80
10917,1106NZ,70
10918,1106PA,80
10919,1106PB,80
10920,1106PC,70
10921,1106PD,80
10922,1106PE,70
10923,1106PG,80
10924,1106PH,80
10925,1106PJ,80
10926,1106PK,60
10927,1106PL,80
10928,1106PM,60
10929,1106PN,80
10930,1106PP,90
10931,1106PR,70
10932,1106PS,60
10933,1106PT,80
10934,1106PV,60
10935,1106PW,80
10936,1106PX,70
10937,1106PZ,80
10938,1106RA,70
10939,1106RB,80
10940,1106RC,60
10941,1106RD,80
10942,1106RE,60
10943,1106RG,70
10944,1106RH,60
10945,1106RJ,80
10946,1106RK,70
10947,1106RL,80
10948,1106RM,90
10949,1106RN,80
10950,1106RP,80
10951,1106RR,80
10952,1106RS,90
10953,1106RT,60
10954,1106RV,70
10955,1106SC,50
10956,1106SE,50
10957,1106SG,50
10958,1106SH,50
10959,1106SJ,70
10960,1106SK,60
10961,1106SL,80
10962,1106SN,60
10963,1106SP,40
10964,1106SR,50
10965,1106ST,40
10966,1106SV,50
10967,1106SW,40
10968,1106SX,60
10969,1106SZ,50
10970,1106TA,60
10971,1106TB,70
10972,1106TC,70
10973,1106TE,60
10974,1106TG,80
10975,1106TH,60
10976,1106TJ,90
10977,1106TK,90
10978,1106TL,90
10979,1106TM,70
10980,1106TN,80
10981,1106TP,90
10982,1106TR,80
10983,1106TS,90
10984,1106TT,80
10985,1106TV,80
10986,1106TX,80
10987,1106TZ,90
10988,1106VA,80
10989,1106VB,80
10990,1106VC,80
10991,1106VD,80
10992,1106VE,80
10993,1106VG,80
10994,1106VH,80
10995,1106VJ,80
10996,1106VK,80
10997,1106VL,80
10998,1106VM,80
10999,1106VN,80
11000,1106VP,80
11001,1106VR,80
11002,1106VS,80
11003,1106VT,60
11004,1106VV,50
11005,1106VW,60
11006,1106VX,90
11007,1106VZ,70
11008,1106WB,30
11009,1106WC,40
11010,1106WD,40
11011,1106WE,40
11012,1106WG,30
11013,1106WH,30
11014,1106WJ,30
11015,1106WK,40
11016,1106WL,50
11017,1106WN,60
11018,1106WP,60
11019,1106WR,30
11020,1106WS,60
11021,1106WT,40
11022,1106WV,20
11023,1106WX,50
11024,1106XA,70
11025,1106XB,90
11026,1106XC,70
11027,1106XD,60
11028,1106XE,40
11029,1106XH,60
11030,1106XJ,60
11031,1106XK,80
11032,1106XL,60
11033,1106XM,70
11034,1106XN,80
11035,1106XP,90
11036,1106XR,50
11037,1106XS,80
11038,1106XT,80
11039,1106XV,80
11040,1106XW,80
11041,1106XX,50
11042,1106XZ,80
11043,1106ZB,20
11044,1106ZC,60
11045,1106ZD,20
11046,1106ZE,30
11047,1106ZG,40
11048,1106ZH,40
11049,1106ZJ,40
11050,1106ZK,20
11051,1106ZL,40
11052,1106ZM,20
11053,1106ZN,50
11054,1106ZP,30
11055,1106ZR,20
11056,1106ZS,40
11057,1106ZT,20
11058,1107AC,90
11059,1107AD,90
11060,1107AE,70
11061,1107AG,70
11062,1107AH,80
11063,1107AJ,80
11064,1107AK,70
11065,1107AL,80
11066,1107AM,70
11067,1107AN,30
11068,1107AP,70
11069,1107AR,40
11070,1107AV,40
11071,1107AW,40
11072,1107AX,60
11073,1107AZ,40
11074,1107BA,60
11075,1107BB,50
11076,1107BH,50
11077,1107BK,50
11078,1107BL,40
11079,1107BN,40
11080,1107BP,70
11081,1107BR,60
11082,1107BS,60
11083,1107BT,60
11084,1107BV,50
11085,1107BW,40
11086,1107BX,50
11087,1107BZ,70
11088,1107CA,60
11089,1107CC,70
11090,1107CD,40
11091,1107CE,50
11092,1107CG,40
11093,1107CH,50
11094,1107CJ,30
11095,1107CK,40
11096,1107CM,20
11097,1107CN,30
11098,1107CP,70
11099,1107CR,60
11100,1107CS,90
11101,1107CT,40
11102,1107CV,50
11103,1107CW,80
11104,1107CX,20
11105,1107CZ,60
11106,1107DA,20
11107,1107DB,30
11108,1107DC,30
11109,1107DD,30
11110,1107DE,20
11111,1107DG,50
11112,1107DH,40
11113,1107DJ,60
11114,1107DK,50
11115,1107DL,40
11116,1107DM,40
11117,1107EA,50
11118,1107EB,70
11119,1107EG,50
11120,1107ES,70
11121,1107EW,60
11122,1107EX,40
11123,1107GM,60
11124,1107GN,80
11125,1107GP,50
11126,1107GR,80
11127,1107GS,80
11128,1107GT,30
11129,1107GV,70
11130,1107HA,50
11131,1107HB,40
11132,1107HC,30
11133,1107HD,30
11134,1107HE,40
11135,1107HG,30
11136,1107HR,60
11137,1107HS,60
11138,1107HT,60
11139,1107HV,70
11140,1107HX,60
11141,1107HZ,70
11142,1107JD,60
